,Content,Lang,Leng,Portal,Channel
49, Szcali simulacyjne nursery szkalina strillah fradkonولizנה krztop этwardski sрутki s Tree s people dziękuję za oglądanie,pl,121,tiktok,barbara_nowacka
50," Przemysław Czarnek, ewidentnie najgorszy minister edukacji, jakiego Polska pamięta, ten, który Lex Czarnek składał po raz drugi, zapowiada, że po raz trzeci, w ogóle się nie przejmuje tym, że dostanie kolejne veto, opadł na kolejny wspaniały pomysł. Tym razem zaproponował, żeby pozwalniać nauczycieli. Mówi o 100 tysięcy nauczycieli, którzy powinni być zwolnieni, bo są generalnie i potrzebni. Czy ten facet opadł na głowę? Czy on nie widzi, jak bardzo w Polsce powiesz, że brakuje nauczycieli? Po drugie, nauczyciele zarabiają zwyczajnie marnie. Ta ich praca jest ewidentnie pracą dla misji. Jak bardzo są przeciążeni, obciążeni, jak czasami brakuje im nawet czasu na kontakt normalny z uczniem. Jak bardzo uczniom potrzebny jest dobry nauczyciel, który ma zwyczajnie czas pomóc, pogadać albo wytłumaczyć raz jeszcze. Jedyne, co w tym wszystkim pociesza, to to, że pan minister Czarnek za rok nie będzie ministrem edukacji. A jak on takie rzeczy opowiada przed kampanią wyborczą, to tylko i sobie, i całemu swojemu blokowi wyjątkowo szkodzi.",pl,1044,tiktok,barbara_nowacka
51," Trzy najważniejsze pytania na dziś. Jak daleko posunie się Putin? Jaka będzie reakcja społeczności międzynarodowej? Jak w tym wszystkim odnajdzie się polski rząd? Po pierwsze Putin posunie się tak daleko, jak będzie mógł. Jego polityka jest polityką imperialną i zamierza przesuwać granicę Rosji kosztem innych państw, tym kosztem Ukrain. To już jest pewnie, to już widać, to wiadomo. Co nie co go może powstrzymać, to silna i solidarna reakcja społeczności międzynarodowej. Stąd konieczne są sankcje, które realnie odczuję i pełne wsparcie w każdym wymiarze dla Ukrainy. A jak w tym wszystkim odnajdzie się polski rząd? Ja oczekuję, że po pierwsze odpuści sobie te wewnętrzne walki właśnie w tej sprawie, że przygotuje się na pomoc Ukraińcom i Ukraińcom i uchodźcom i tym, którzy są tutaj teraz i że będzie realnym wsparciem w polityce międzynarodowej, a nie koniem projarskim. Dla nas, dla Polek i Polaków, wolna Ukraina jest bardzo ważna. Tak samo jak ważne jest to, by Ukraińki i Ukraińcy czuli się w Polsce dobrze. I na tym powinno nam wszystkim zależeć.",pl,1060,tiktok,barbara_nowacka
52," Witamy w Olsztynie. Ten teren za nami to Kortowo, w którym co roku odbywa się Campus Polska Przyszłości. Jesteśmy tu dzisiaj i mamy dla Państwa bardzo dobrą wiadomość. Możemy potwierdzić. Trzecia edycja Campusu Polska Przyszłości odbędzie się w tym roku, w sierpniu 25 do 31 sierpnia w Kortowie. To miejsce będzie zupełnie inaczej wyglądać, będzie wyglądać tak jak pamiętacie, jak wygląda Campus. Zapraszamy.",pl,409,tiktok,barbara_nowacka
53," Zakaz aborcji zabija. PiS i Konfederacja wprowadzają swoje nieludzkie przepisy. W 2020 roku rękami pseudo trybunału doprowadzają do dramatów wielu kobiet i rodzin. Kolejne dramatyczne historia. Historia Justyny. Matki, kobiety w ciąży, która umiera na sepse w szpitalu. To kolejny dowód na to, jak to barwa żeńskie prawo niszczy życia. Bo to nie tylko zakaz wpisany na papier. To także efekt mrożący, obawy lekarzy. To prokuratura Ziobry prześladująca tych, którzy pomagają kobietom. Zakaz aborcji zabija. To prawo trzeba zmienić. To prawo zmienimy.",pl,550,tiktok,barbara_nowacka
54," Jak wygląda diadocen w praktyce? Zobaczcie sami. Andrzej Duda, prezydent powołał specjalną radę do spraw nauki i szkolnictwa wyższego innowacji. I do tej rady nie zaprosił uwaga ani jednej kobiety. Rada ma zajmować się przyszłością, wobec czego nie zaprosił ani jednej młodej osoby. Zaprosił na pewno bardzo zasłużonych i bardzo wybitnych, ale samych starszych panów. No i powiedzcie mi, czy w ten sposób można mówić o innowacyjności, o przyszłości? Wcież to jest niesamowite, że nada. Zresztą zobaczcie jak to wygląda.",pl,520,tiktok,barbara_nowacka
55," Pewno wiele z was ma podobny dylemat, wyzwanie, które przede mną stanęło, czyli jak porozmawiać z dzieckiem o wojnie. Ja miałam tego farta, że znalazłam bardzo dobry poradnik od Doroty Zawadzkiej, Superniani. Bardzo was zachęcam do obejrzenia jej materiałów, ale skrócę wam go w tych najważniejszych moim zdaniem punktach. Po pierwsze, absolutnie trzeba rozmawiać, jeżeli dziecko tego chce. Trzeba rozmawiać w sposób konkretny, ale też nie zasypywać szczegółowymi informacjami. To wszystko trzeba dostosować do odpowiedniego wieku dziecka, ale też podejść do tej rozmowy z pełną powagą. Trochę mniej oglądać newsów, nie straszyć, nie wchodzić w tematy konfliktowe i dzielące, tak żeby czuły się bezpieczne, a nie wiedziały sporych płótnie wokół, a przede wszystkim w ogóle z nimi gadać, być z nimi, spędzić ten czas, bo dla nich to jest piekielnie trudne. Dzieci mają za sobą już pandemię o nauczanie zdalne, kryzysy psychologiczne bardzo często. Musimy je wspierać, musimy być z nimi. Pamiętajcie też, że w szkołach naszych dzieci jest bardzo dużo dzieciaków ze społeczności ukraińskiej. One też powinny zobaczyć to wsparcie i solidarność, które tak wielkim strumieniem płynie dzisiaj ze strony Polski w stronę Ukrainy.",pl,1221,tiktok,barbara_nowacka
56,"["" I know it's my time kind of stupid But every time you come to mind I lose it Cause I'm all messed up and I talk too much yeah""]",en,130,tiktok,barbara_nowacka
57," Szoki niedowierzenie. Komisja Europejska stwierdziła, że ustawy sądowe naprawiające sądownictwo te według Duda nie spełniają ustaleń zawarte z komisją i nie wypełniają kryteriów potrzebnych do kamieni milowych. Co to oznacza? To oznacza, że pieniądze z KPO są zagrożone. Chciałoby się powiedzieć, a nie mówiliśmy. Tylko wcale nie jest nam wszystkim do śmiechu, bo ich nieudacznictwo i celowe działania Ziobry zagrażają funduszom unijnym dla Polski.",pl,449,tiktok,barbara_nowacka
58," Pani marszałek, Wysoki Sejm jest. Bezpłodność, niepłodność to choroba cywilizacyjna. Dotyka średnio półtora miliona par w Polsce. Półtora miliona kobiet cierpi z powodu bezpłodności. Poronienie to wielki, bardzo często osobisty dramat kobiety. I ja nie wiem kto posłowi Kaczyńskiemu daje prawo do nazywania sięgających COVID-19. Pani marszałek! Pani posłał! A nie moją chorobę przynieś. I posłów nikogo w tej izbie proszę nie lekceważyć. Panie pośle Kaczyński, ja bardzo Pana proszę, bo wiem, że ma Pan odwagę cywilną, żeby Pan wyszedł i przeprosił te kobiety, które Pan nazywa tkujaczkami. Uraża Pani wgodność. Kobiety się nie decydują na dziecko, bo nie mają pracy, nie mają mieszkania. Często boją się w Polsce mieć dzieci. To jest Wasza odpowiedzialność. Przywróćcie refutację in vitro. Przestańcie obrażać polki.",pl,818,tiktok,barbara_nowacka
59," Wczorajsze wybory na Węgrzech to wygrana Wiktora Urbana, sojusznika Putina, człowieka, który od dawna rozbija Unię Europejską, człowieka, który działa przeciwko demokracji, przeciwko prawom człowieka. Ale kiedy dziś usłyszałam polskich polityków PiS gratulujących mu sukcesu, mówiących, że liczą nadal z trzysojusze nie tylko z Orbanem, ale również z Lepemi i Salvini, to myślę sobie, że z PiSem jest bardzo źle. Dzień po tym, kiedy ujawniono zbrodnie w Buczy ludobójstwo, którego dokonuje Putin, oni gratulują wygranej gościowi, który atakuje Żołęskiego, który jawnie współpracuje z Putinem. Czy w tę stronę zmierzają? Czy to głupota? Czy cynizm i chańba?",pl,657,tiktok,barbara_nowacka
60," Już kilka razy opowiadałam wam o przedmiocie hit, który zaproponował niejaki minister Czarnek, a podręcznik napisał historyk, jak się okazało, również niedouczony i maniacalny pan Ruszkowski. I co czytamy w tym podręczniku? Na przykład czytamy o hodowaniu ludzi. To ma być sposób do opowieści o osobach, które urodziły się dzięki in vitro. Takie obrzydliwe, pełne pogardy treści będą otrzymywały dzieci w szkole. I te poczęte metodą in vitro, i te, które się z nim przyjaźnią albo mają rodzeństwo, dzięki nauce. Czegoś tak obrzydliwego, to ja powiem wam, dawno nie widziałam. Co więcej, to jest tak naprawdę w tej chwili jedyny dopuszczony podręcznik do tego przedmiotu i w dodatku, przedmiot ten i ten podręcznik dokładnie, były bardzo mocno promowane przez ministra. Jaki z tego wniosek? To Czarnek i Ministerstwo Edukacji po prostu sieją kampanię przeciwko osobom in vitro. Obrzydliwe.",pl,889,tiktok,barbara_nowacka
61," To dosłownie ostatnie godziny, by zarejestrować się na Campus Polska Przyszłości. To wspaniały festiwal społeczno-polityczny, w którym młode osoby nie tylko spotykają znane osoby ze świata polityki, kultury, mediów, życia społeczno-publicznego, ale też mówią nam, jak chcą, żeby budować świat. Jaka jest Polska ich marzeń, jaka jest Polska przyszłości. Serdecznie zapraszam Was do rejestracji. Jeszcze kilka godzin pozostało. Czekamy właśnie na Ciebie, osobę aktywną, otwartą, pełną chęci do debaty, do budowania wspólnoty, tej której tak dzisiaj bardzo, ale naprawdę bardzo potrzebujemy. Zapraszam.",pl,600,tiktok,barbara_nowacka
62," Antyunijność to jak antypolskość. To działanie na szkodę nas wszystkich. Bez względu na to skąd jesteśmy, gdzie mieszkamy i kogo popieramy. Unia Europejska dała nam przez te 18 lat, dzisiaj obchodzimy 18-lecie Polski w Unii Europejskiej, dała nam bezpieczeństwo i nadal jest jego gwarantem, dała nam gigantyczny skok rozwojowy. Inwestycje w infrastrukturę, w edukację, w kulturę, w rynek pracy, w przedsiębiorczość. Absolutnie niesamowita zmiana nastąpiła w Polsce. To Unia Europejska dba o podstawowe wartości i wolności każdej i każdego z nas. Dba o prawa kobiet, chroni mniejszości i pomaga nam wszystkim mieć godną starość, a wcześniej dobrą młodość i szanse na sprawiedliwym rynku pracy. To są wartości niedoprzecenione, szczególnie teraz, w czasie kiedy widzimy co dzieje się za wschodnią granicą. Bycie wspólno we wspólnocie to gwarancja bezpieczeństwa. Bycie w Unii Europejskiej to interes Polski, interes ponad wszelkimi podziałami. I trzeba jasno powiedzieć rządzącym, nie damy się wyprowadzić Unii Europejskiej. A jeżeli dla nędznego interesu jednej koalicyjnej partyjki, żeby utrzymała większą władzę nad sądami, jesteście w stanie poświęcić tak wiele naszego dobra, to wiedzcie, że was za to rozliczy. I współczesność i historia.",pl,1243,tiktok,barbara_nowacka
63," Pani marszałek, strasznie żałuję, że tu nie ma reprezentantów ministerstw żadnych, a w szczególności Ministerstwa Sprawiedliwości, które to dało wzór tym wszystkim złodziejskim działaniom. Bo pierwszy zaczął swoim kraść pan Ziobro i jego spółka, kradnąc z funduszu pomocy ofiarom przestępstwa. Ofiary przestępstwa w Polsce wymagają systemowego wsparcia, bezpiecznych domów, pomocy, czasami resocjalizacji, czasami pomocy psychologicznej. Nie mogą wyjść z biedy i ubóstwa. A na co pan Ziobro dał pieniądze? 43 miliony, proszę państwa, miała dostać dostała fundacja Profeto. Profeto to jest taka fundacja, którą szefem jest egzorcysta, który egzorcyzmy odprawiał salsesonem na wegetariance i mieli zbudować pod Warszawą centrum pomocy. Tylko to Profeto zajmuje się biznesem medialnym. Więc centrum pomocy ofiar miały być sceny nagraniowe, działać radio, radiowęzeł. Jak to się ma do ofiar przemocy? To są pakowane pieniądze w kolejne medium, które miało wam pomagać. To jest hańba i to jest na krzywdzie ofiar.",pl,1009,tiktok,barbara_nowacka
64," Dziwi mnie minister sprawiedliwości, prokurator generalny, który tak nie ufa swoim kolegom z rządu, że chodzi z bronią. Chociaż to są standardy Saneskobar. A gdzie w poważnym kraju minister chodzi za przeproszeniem w pistoletach, w majtkach? No jak to wygląda? Ośmiesza rząd, ośmiesza siebie. Ludzie zastanawiają czy to kompleksy, czy chciał pochwalić, czy o co chodzi. Wygląda to źle, wygląda to niepoważnie, wygląda to niebezpiecznie.",pl,437,tiktok,barbara_nowacka
65," niedługo wybory na Węgrzech, Orban, już teraz chyba jawny sojusznik Putina, stwierdził, że OBWE, czyli Organizacja Zajmująca się Kontrolą Wyborów, nie pasuje mu. I wiecie kogo poprosił? Doskonale niestety w Polsce znaną organizację Ordojuris. Tak, tak, to właśnie Ordojuris, które chociażby odpowiadało za antykobiece projekty, za spinowanie różnego rodzaju kampanii homofobicznych, antykobiecych, a także za taki projekt, który pojawił się jakiś czas temu, że pierwsze pobicie przemoc domowa może w ogóle nie być liczone kodeksowo, czyli absolutnie putinowskie prawo. Przypomnę jeszcze jedną rzecz. Viktor Orban, który zaprasza Ordojuris do kontroli wyborów, to najbliższy sojusznik od wielu lat był, kogo? Naszych rządzących. Ale nie wiktorzorbalnie problem. Problem zdecydowanie większy w tym, że Ordojuris ma nadal gigantyczne wpływy w rządzie, w PiSie i w różnego rodzaju instytucjach i partiach. Najwyższy czas z tym skończyć, bo nie dość, że od lat szkodzą Polkom, szkodzą prawom i wolnościom watelskim, to jeszcze ewidentnie ich wschodnie powiązania są widoczne i strasznie źle.",pl,1087,tiktok,barbara_nowacka
66,"["" All I need Sweet dreams are made of me Who am I? It's your love It's your love Baby, quit, baby, quit""]",en,106,tiktok,barbara_nowacka
67," Wojna, którą prowadzi Putin to też wojna informacyjna. Także bardzo uważajcie na to, co pojawia się w sieci, jakie to są informacje, z jakich pochodzą źródy. Nie wolno nam dać się nabrać na propagandę Putina, który próbuje różnymi kanałami siać antyukraińskie teksty, opowiadać bzdury. I zwróćcie na jedną rzecz uwagę, jak wiele kont, które puszczały informacje antyszczepionkowe, dziś są antyukraińskie. Przypadek? Nie sądzę.",pl,427,tiktok,barbara_nowacka
68," Jest w Polsce taki urząd, rzecznik praw dziecka i taki urzędnik sprawujący tę zaszczytną funkcję Mikołaj Pawlak. Może go kojarzycie, bo to jest ten gość, który opowiadał kiedyś, że uczniom podrzucane są do plecaków tabletki zmieniające płęcz oraz na debatę sejmową na sprawozdanie rocznego rzecznika praw dziecka, przyt w koszulce z płodem. Mam takie wrażenie, że te płody obchodzą go znacznie, znacznie bardziej niż osoby, który ma się zajmować z urzędu. Przyjrzałam jego media społecznościowe, żeby zobaczyć co zrobił w sprawie Jordanowa. To taka historia opisana przez media bardzo głośna o tym, że wykryto jak zakonnice prowadzące dom pomocy społecznej dla dzieci z niepełnosprawnościami nad nimi się znęcały, poniżały, pastwiły, zamykały w klatce. Okropna sprawa. Natychmiast wkroczyła prokuratura, ministerstwo zarządziło kontrolę w tych urzędach, wypowiedział się rzecznik praw obywatelskich. A media społecznościowe, pana rzecznika praw dziecka? Cichutko. Facet bierze publiczne pieniądze, ma pensje, urząd, sekretarkę, samochód, pieniądze na działalność i milczy. Milczy ciekawe czy dlatego, że to zakonnice gnębią dzieci z niepełnosprawnością czy po prostu nie interesują go dzieci albo dzieci z niepełnosprawnością? Podejrzewam, znając jego profil, że chodzi o to, że to zakonnice powinien działać, a milczy.",pl,1320,tiktok,barbara_nowacka
69," Oh, whatever happens to the boy that I want to, the boy who says, baby, you Oh no, oh no, oh no, no, no, no, no Oh no, oh no, oh no, oh no, no, no, no",en,151,tiktok,barbara_nowacka
70, Why am I still here and waiting for us to happen? Cause you never wanted Everything la la la,en,93,tiktok,barbara_nowacka
